ward_key,ward,lga_key,lga,state_key,state,zone
bauchi-katagum-nasarawa-bakin-kasuwa,Nasarawa Bakin Kasuwa,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-madangala,Madangala,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-madara,Madara,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-buskuri,Buskuri,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-ragwam-magonshi,Ragwam/Magonshi,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-gambaki-bidir,Gambaki/Bidir,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-chinade,Chinade,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-bulkachuwa-dagaro,Bulkachuwa/Dagaro,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-yayu,Yayu,katagum,Katagum,bauchi,Bauchi,North East
bauchi-katagum-madachi-gangai,Madachi/Gangai,katagum,Katagum,bauchi,Bauchi,North East
bauchi-kirfi-badara,Badara,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-bara,Bara,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-beni-a,"Beni ""A""",kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-beni-b,"Beni ""B""",kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-dewu-central,Dewu Central,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-dewu-east,Dewu East,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-kirfi,Kirfi,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-shango,Shango,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-tubule,Tubule,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-kirfi-wanka,Wanka,kirfi,Kirfi,bauchi,Bauchi,North East
bauchi-misau-zadawa,Zadawa,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-beti,Beti,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-jarkasa,Jarkasa,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-kukadi-gundari,Kukadi/Gundari,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-ajilin-gugulin,Ajilin/Gugulin,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-tofu,Tofu,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-hardawa,Hardawa,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-sarma-akuyam,Sarma/Akuyam,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-sirko,Sirko,misau,Misau,bauchi,Bauchi,North East
bauchi-misau-gwaram,Gwaram,misau,Misau,bauchi,Bauchi,North East
bauchi-ningi-ningi,Ningi,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-dingis,Dingis,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-nasaru,Nasaru,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-jangu,Jangu,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-balma,Balma,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-kudu-yamma,Kudu / Yamma,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-tiffi-guda,Tiffi / Guda,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-burra-kyata,Burra / Kyata,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-sama,Sama,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-bashe,Bashe,ningi,Ningi,bauchi,Bauchi,North East
bauchi-ningi-kurmi,Kurmi,ningi,Ningi,bauchi,Bauchi,North East
bauchi-shira-andubun,Andubun,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-sambuwal,Sambuwal,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-bukul-bangire,Bukul/Bangire,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-disina,Disina,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-faggo,Faggo,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-beli-gagidaba,Beli/Gagidaba,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-kilbori,Kilbori,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-shira,Shira,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-tsafi,Tsafi,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-tumfafi,Tumfafi,shira,Shira,bauchi,Bauchi,North East
bauchi-shira-zubo,Zubo,shira,Shira,bauchi,Bauchi,North East
bauchi-tafawa-balewa-kardam-a,"Kardam ""A""",tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-kardam-b,"Kardam ""B""",tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-lere-north,Lere North,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-lere-south,Lere South,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-tapshin,Tapshin,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-wai,Wai,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-ball,Ball,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-bula,Bula,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-dajin,Dajin,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-dull,Dull,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-tafawa-balewa-bununu,Bununu,tafawa-balewa,Tafawa-Balewa,bauchi,Bauchi,North East
bauchi-toro-toro-tulai,Toro / Tulai,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-tilden-fulani,Tilden Fulani,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-ribina,Ribina,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-mara-palama,Mara / Palama,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-rauta-geji,Rauta / Geji,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-jama-a-zaranda,Jama'A / Zaranda,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-lame,Lame,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-wonu,Wonu,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-zalau-rishi,Zalau / Rishi,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-tama,Tama,toro,Toro,bauchi,Bauchi,North East
bauchi-toro-rahama,Rahama,toro,Toro,bauchi,Bauchi,North East
bauchi-warji-baima-north-west,Baima North / West,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-baima-south-east,Baima South/East,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-dagu-east,Dagu East,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-dagu-west,Dagu West,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-gabanga,Gabanga,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-katanga,Katanga,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-ranga,Ranga,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-tiyin,Tiyin,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-tudun-wada-east,Tudun Wada East,warji,Warji,bauchi,Bauchi,North East
bauchi-warji-tudun-wada-west,Tudun Wada West,warji,Warji,bauchi,Bauchi,North East
bauchi-zaki-bursali,Bursali,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-katagum,Katagum,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-tashena-gadai,Tashena / Gadai,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-makawa,Makawa,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-sakwa,Sakwa,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-gumai,Gumai,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-murmur-north,Murmur North,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-murmur-south,Murmur South,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-alangawari-kafin-larabawa,Alangawari / Kafin / Larabawa,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-maiwa,Maiwa,zaki,Zaki,bauchi,Bauchi,North East
bauchi-zaki-mainako,Mainako,zaki,Zaki,bauchi,Bauchi,North East
enugu-aninri-mpu,Mpu,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-ndeabo,Ndeabo,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-nnenwe-i,Nnenwe I,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-nnenwe-ii,Nnenwe Ii,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-nnenwe-iii,Nnenwe Iii,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-oduma-i,Oduma I,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-oduma-ii,Oduma Ii,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-oduma-iii,Oduma Iii,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-oduma-iv,Oduma Iv,aninri,Aninri,enugu,Enugu,South East
enugu-aninri-okpanku,Okpanku,aninri,Aninri,enugu,Enugu,South East
enugu-awgu-agbogugu,Agbogugu,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-anikenano-ugwueme,Anikenano/Ugwueme,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-awgu-i,Awgu I,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-awgu-ii,Awgu Ii,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-ihe,Ihe,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-isu-awa-ogugu-agbudu-ituku,Isu Awa/Ogugu/Agbudu/Ituku,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-mgbidi-mmaku,Mgbidi/Mmaku,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-mgbowo,Mgbowo,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-obeagu,Obeagu,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-ogbaku,Ogbaku,awgu,Awgu,enugu,Enugu,South East
enugu-awgu-owelli-amoli-ugbo-ogugu,Owelli/Amoli/Ugbo/Ogugu,awgu,Awgu,enugu,Enugu,South East
enugu-enugu-east-abakpa-i,Abakpa I,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-abakpa-ii,Abakpa Ii,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-amorji,Amorji,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-ibagwa-nike-edem,Ibagwa-Nike/Edem,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-mbulu-njodo-east,Mbulu-Njodo East,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-mbulu-njodo-west,Mbulu-Njodo West,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-mbuluiyiukwu,Mbuluiyiukwu,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-mbuluowehe,Mbuluowehe,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-trans-ekulu,Trans-Ekulu,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-ugwugo-nike,Ugwugo Nike,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-umuchigbo,Umuchigbo,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-east-umuenwene,Umuenwene,enugu-east,Enugu East,enugu,Enugu,South East
enugu-enugu-north-asata-township,Asata Township,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-china-town,China Town,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-g-r-a,G.R.A,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-ihewuzi,Ihewuzi,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-independence-layout,Independence Layout,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-new-haven,New Haven,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-ogbette-east,Ogbette East,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-ogbette-west,Ogbette West,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-ogui-new-layout,Ogui New Layout,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-ogui-township,Ogui Township,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-onu-asata,Onu-Asata,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-udi-siding-iva-valley,Udi Siding/Iva Valley,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-north-umunevo,Umunevo,enugu-north,Enugu North,enugu,Enugu,South East
enugu-enugu-south-achara-layout-east,Achara Layout East,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-achara-layout-west,Achara Layout West,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-akwuke,Akwuke,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-amechi-i,Amechi I,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-amechi-ii,Amechi Ii,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-awkunanaw-east,Awkunanaw East,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-awkunanaw-west,Awkunanaw West,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-maryland,Maryland,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-obeagu-i,Obeagu I,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-obeagu-ii,Obeagu Ii,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-ugwuaji,Ugwuaji,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-uwani-east,Uwani East,enugu-south,Enugu South,enugu,Enugu,South East
enugu-enugu-south-uwani-west,Uwani West,enugu-south,Enugu South,enugu,Enugu,South East
enugu-ezeagu-agba-umana,Agba Umana,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-aguobu-umumba,Aguobu (Umumba),ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-aguobu-owa-i,Aguobu-Owa I,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-aguobu-owa-ii,Aguobu-Owa Ii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-awha,Awha,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-imezi-owa-i,Imezi Owa I,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-imezi-owa-ii,Imezi Owa Ii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-iwollo,Iwollo,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-mgbagbu-owa-i,Mgbagbu Owa I,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-mgbagbu-owa-ii,Mgbagbu Owa Ii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-obeleagu-umana,Obeleagu Umana,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-obinofia,Obinofia,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-oghe-i,Oghe I,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-oghe-ii,Oghe Ii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-oghe-iii,Oghe Iii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-okpogho,Okpogho,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-olo-amagu-umulokpa-i,Olo/Amagu Umulokpa I,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-ulo-amagu-umulokpa-ii,Ulo/Amagu/Umulokpa Ii,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-umana-ndiagu,Umana Ndiagu,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-ezeagu-umumba-ndiumo,Umumba Ndiumo,ezeagu,Ezeagu,enugu,Enugu,South East
enugu-igbo-etiti-aku-i,Aku I,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-aku-ii,Aku Ii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-aku-iii,Aku Iii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-aku-iv,Aku Iv,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-aku-v,Aku V,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-diogbe-umunko,Diogbe/Umunko,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ejuona-udueme,Ejuona/Udueme,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ekwegbe-i,Ekwegbe I,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ekwegbe-ii,Ekwegbe Ii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ikolo-ohebe,Ikolo/Ohebe,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ohodo-i,Ohodo I,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ohodo-ii,Ohodo Ii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-onyohor-ochima-idoha,Onyohor/Ochima/Idoha,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ozalla-i,Ozalla I,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ozalla-ii,Ozalla Ii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ukehe-i,Ukehe I,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ukehe-ii,Ukehe Ii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ukehe-iii,Ukehe Iii,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ukehe-iv,Ukehe Iv,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-etiti-ukehe-v,Ukehe V,igbo-etiti,Igbo-Etiti,enugu,Enugu,South East
enugu-igbo-eze-north-essodo-i,Essodo I,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-essodo-ii,Essodo Ii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-essodo-iii,Essodo Iii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-ette-central,Ette Central,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-ette-i,Ette I,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-ette-ii,Ette Ii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-ezzodo,Ezzodo,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuitodo-i,Umuitodo I,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuitodo-ii,Umuitodo Ii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuitodo-iii,Umuitodo Iii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-i,Umuozzi I,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-ii,Umuozzi Ii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-iii,Umuozzi Iii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-iv,Umuozzi Iv,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-ix,Umuozzi Ix,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-v,Umuozzi V,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-vi,Umuozzi Vi,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-vii,Umuozzi Vii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-viii,Umuozzi Viii,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-north-umuozzi-x,Umuozzi X,igbo-eze-north,Igbo-Eze North,enugu,Enugu,South East
enugu-igbo-eze-south-alor-agu,Alor Agu,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-amebo-hausa-yoruba,Amebo /Hausa/ Yoruba,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-echara,Echara,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-ezema-ward,Ezema Ward,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-iheaka-likki-akutara-ward,Iheaka (Likki/Akutara Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-iheaka-ugo-akoyi,Iheaka (Ugo Akoyi),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-iheakpu-ajuona-ogbagu-ward,Iheakpu (Ajuona Ogbagu Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-iheakpu-ezzi-ngwu-ward,Iheakpu (Ezzi Ngwu Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-itchi-uwani-i,Itchi/Uwani I,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-itchi-uwani-ii,Itchi/Uwani Ii,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-nkalagu-obukpa,Nkalagu Obukpa,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-ovoko-ajuona-ward,Ovoko (Ajuona Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-ovoko-umuelo-ovoko-agu-ward,Ovoko (Umuelo/Ovoko Agu Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-ovoko-umulolo-ward,Ovoko (Umulolo Ward),igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-uhunowerre,Uhunowerre,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-igbo-eze-south-unadu,Unadu,igbo-eze-south,Igbo-Eze South,enugu,Enugu,South East
enugu-isi-uzo-ehamufu-i,Ehamufu I,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-ehamufu-ii,Ehamufu Ii,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-ehamufu-iii,Ehamufu Iii,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-ehamufu-iv,Ehamufu Iv,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-ikem-i,Ikem I,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-ikem-ii,Ikem Ii,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-mbu-i,Mbu I,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-mbu-ii,Mbu Ii,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-neke-i,Neke I,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-neke-ii,Neke Ii,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-isi-uzo-umualor,Umualor,isi-uzo,Isi-Uzo,enugu,Enugu,South East
enugu-nkanu-east-akpawfu-isienu-amangunze,Akpawfu/Isienu/Amangunze,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-amagunze,Amagunze,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-amankanu-ogbahu,Amankanu/Ogbahu,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-amechi-idodo-oruku,Amechi/Idodo/Oruku,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-ihuokpara,Ihuokpara,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-mburubu,Mburubu,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-nara-i,Nara I,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-nara-ii,Nara Ii,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-nkerefi-i,Nkerefi I,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-nkerefi-ii,Nkerefi Ii,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-nomeh,Nomeh,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-owo,Owo,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-ugbawka-i,Ugbawka I,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-east-ugbawka-ii,Ugbawka Ii,nkanu-east,Nkanu East,enugu,Enugu,South East
enugu-nkanu-west-agbani,Agbani,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-akegbe-ugwu-okwuo,Akegbe-Ugwu (Okwuo),nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-akpugo-ii,Akpugo Ii,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-akpugo-iii,Akpugo Iii,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-akpugo-iv,Akpugo Iv,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-amodu,Amodu,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-amurri,Amurri,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-ibite-akegbe-ugwu,Ibite Akegbe Ugwu,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-ndiuno-uwani-akpugo-i,Ndiuno Uwani (Akpugo I),nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-obe,Obe,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-obinagu-uwani-akpugo-i,Obinagu Uwani (Akpugo I),nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-obuoffia,Obuoffia,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-ozalla,Ozalla,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nkanu-west-umueze,Umueze,nkanu-west,Nkanu West,enugu,Enugu,South East
enugu-nsukka-agbemebe-umabor,Agbemebe/Umabor,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-akalite,Akalite,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-akpa-ozzi,Akpa/Ozzi,nsukka,Nsukka,enugu,Enugu,South East
