ward_key,ward,lga_key,lga,state_key,state,zone
enugu-nsukka-alor-uno,Alor-Uno,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ede-nta,Ede-Nta,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ede-ukwu,Ede-Ukwu,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-edem-ani,Edem-Ani,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-eha-ndiagu,Eha-Ndiagu,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-eha-uno,Eha-Uno,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ejuona-uwani,Ejuona/Uwani,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ibagwani-ibagwaga-okpaligbo,Ibagwani/Ibagwaga Okpaligbo,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ibeku,Ibeku,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ihe,Ihe,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-mkpunano,Mkpunano,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-nru,Nru,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-obimo-ikwoka,Obimo/Ikwoka,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-obukpa,Obukpa,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-ogbozalla-idi,Ogbozalla/Idi,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-okpuje-okutu-anuka,Okpuje/Okutu/Anuka,nsukka,Nsukka,enugu,Enugu,South East
enugu-nsukka-owerre-umuoyo,Owerre/Umuoyo,nsukka,Nsukka,enugu,Enugu,South East
enugu-oji-river-achiagu-i,Achiagu I,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiagu-ii,Achiagu Ii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiagu-iii,Achiagu Iii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiuno-i,Achiuno I,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiuno-ii,Achiuno Ii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiuno-iii,Achiuno Iii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-achiuno-iv,Achiuno Iv,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-akpugoeze,Akpugoeze,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-awlaw,Awlaw,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-inyi-i,Inyi I,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-inyi-ii,Inyi Ii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-inyi-iii,Inyi Iii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-inyi-iv,Inyi Iv,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-oji-river-i,Oji-River I,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-oji-river-ii,Oji-River Ii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-oji-river-iii,Oji-River Iii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-oji-river-iv,Oji-River Iv,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-ugwuoba-i,Ugwuoba I,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-ugwuoba-ii,Ugwuoba Ii,oji-river,Oji-River,enugu,Enugu,South East
enugu-oji-river-ugwuoba-iii,Ugwuoba Iii,oji-river,Oji-River,enugu,Enugu,South East
enugu-udenu-amala,Amala,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-ezimo,Ezimo,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-imilike,Imilike,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-obollo-afor,Obollo-Afor,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-obollo-eke,Obollo-Eke,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-obollo-etiti,Obollo-Etiti,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-ogbodu-aba,Ogbodu-Aba,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-orba-i,Orba I,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-orba-ii,Orba Ii,udenu,Udenu,enugu,Enugu,South East
enugu-udenu-udunedem,Udunedem,udenu,Udenu,enugu,Enugu,South East
enugu-udi-abia,Abia,udi,Udi,enugu,Enugu,South East
enugu-udi-abor,Abor,udi,Udi,enugu,Enugu,South East
enugu-udi-affa-oghu-ikono,Affa/Oghu/Ikono,udi,Udi,enugu,Enugu,South East
enugu-udi-akpa-kwume-nze,Akpa Kwume/Nze,udi,Udi,enugu,Enugu,South East
enugu-udi-amokwe,Amokwe,udi,Udi,enugu,Enugu,South East
enugu-udi-awhum-ukana,Awhum/Ukana,udi,Udi,enugu,Enugu,South East
enugu-udi-ebe,Ebe,udi,Udi,enugu,Enugu,South East
enugu-udi-egede-umuoka,Egede/Umuoka,udi,Udi,enugu,Enugu,South East
enugu-udi-eke,Eke,udi,Udi,enugu,Enugu,South East
enugu-udi-nachi,Nachi,udi,Udi,enugu,Enugu,South East
enugu-udi-ngwo-asa,Ngwo Asa,udi,Udi,enugu,Enugu,South East
enugu-udi-ngwo-uno,Ngwo Uno,udi,Udi,enugu,Enugu,South East
enugu-udi-nsude,Nsude,udi,Udi,enugu,Enugu,South East
enugu-udi-obinagu,Obinagu,udi,Udi,enugu,Enugu,South East
enugu-udi-obioma,Obioma,udi,Udi,enugu,Enugu,South East
enugu-udi-okpatu,Okpatu,udi,Udi,enugu,Enugu,South East
enugu-udi-udi-agbudu,Udi/Agbudu,udi,Udi,enugu,Enugu,South East
enugu-udi-umuabi,Umuabi,udi,Udi,enugu,Enugu,South East
enugu-udi-umuaga,Umuaga,udi,Udi,enugu,Enugu,South East
enugu-udi-umulumgbe,Umulumgbe,udi,Udi,enugu,Enugu,South East
enugu-uzo-uwani-abbi,Abbi,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-adaba-nkume,Adaba-Nkume,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-adani,Adani,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-akpogu,Akpogu,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-igga-asaba,Igga/Asaba,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-nimbo-i,Nimbo I,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-nimbo-ii,Nimbo Ii,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-nkpologu,Nkpologu,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-nrobo,Nrobo,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-ogurugu,Ogurugu,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-ojo,Ojo,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-ugbene-i,Ugbene I,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-ugbene-ii,Ugbene Ii,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-ukpata,Ukpata,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-umulokpa,Umulokpa,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
enugu-uzo-uwani-uvuru,Uvuru,uzo-uwani,Uzo-Uwani,enugu,Enugu,South East
